t,x,y
11.17023333,116.5395019,113.2282291
11.20408889,116.5633974,118.8966208
11.23793333,116.5605851,123.937257
11.27178889,116.5684133,128.0169423
11.30563333,116.5687073,130.6509861
11.33947778,116.5329196,131.6372425
11.37333333,116.4952011,131.017718
11.40717778,116.4408141,128.6323398
11.44103333,116.3348107,124.7833891
11.47487778,116.184045,119.8182108
11.50873333,115.9744099,114.2688163
11.54257778,115.8965648,108.5247794
11.57642222,115.8538468,103.2350212
11.61027778,115.8496467,99.02060439
11.64412222,115.8631496,96.19579226
11.67797778,115.8719124,95.11985063
11.71182222,115.9524522,95.79349853
11.74567778,116.0239405,98.28537609
11.77952222,116.1363063,102.2204247
11.81336667,116.3693843,107.3747866
11.84722222,116.5215126,112.9614406
11.88106667,116.6275897,118.6526994
11.91492222,116.7518246,123.7077517
11.94876667,116.9313172,127.8655584
11.98262222,117.0728863,130.6016324
12.01646667,117.109235,131.6576514
12.05031111,117.117178,131.0651985
12.08416667,117.0884529,128.7430509
12.11801111,117.0192038,124.9554776
12.15186667,116.9095201,119.9732219
12.18571111,116.7614703,114.4354135
12.21956667,116.5673921,108.7594839
12.25341111,116.4782395,103.6502669
12.28725556,116.3580333,99.41355565
12.32111111,116.1804341,96.44087018
12.35495556,115.978952,95.79701893
12.38881111,115.9559417,95.7249991
12.42265556,115.9301394,101.9449563
12.45651111,115.9234914,101.9245497
12.49035556,116.0143708,112.4576705
12.5242,115.9828137,112.4664309
12.55805556,116.1394711,123.4356664
12.5919,116.2093907,127.6616341
12.62575556,116.204244,130.4599664
12.6596,116.2170836,131.6926856
12.69345556,116.105018,131.1953027
12.7273,116.0258376,128.8392948
12.76114444,116.0063987,125.0774426
12.795,115.9857018,125.0451322
12.82884444,115.9916959,114.5718141
12.8627,115.9384872,108.9612098
12.89654444,115.9068945,103.6590817
12.9304,115.9182977,99.38485377
12.96424444,115.9505773,96.4398485
12.99808889,116.001655,95.09413727
13.03194444,116.0192808,95.63689202
13.06578889,116.0123949,98.04486319
13.09964444,116.0817497,101.7913635
13.13348889,116.2070538,106.7488155
13.16734444,116.2550915,112.1457699
13.20118889,116.3885292,117.8222076
13.23503333,116.5199678,123.065642
13.26888889,116.5431511,127.316803
13.30273333,116.557249,130.2801625
13.33658889,116.575048,131.612704
13.37043333,116.47842,131.2630679
13.40428889,116.436117,129.1540359
13.43813333,116.3097322,125.5284185
13.47197778,116.1585515,120.671551
13.50583333,115.9704562,115.2972458
13.53967778,115.8545996,109.490129
13.57353333,115.7660173,104.2540619
13.60737778,115.6369911,99.84868186
13.64123333,115.7832615,96.82306258
13.67507778,115.7753259,95.46553038
13.70892222,115.8289019,95.83182564
13.74277778,115.8872534,98.09571554
13.77662222,115.961269,101.8171614
13.81047778,116.1346573,106.7030659
13.84432222,116.221717,112.1373011
13.87817778,116.4729146,117.785127
13.91202222,116.5689218,123.0407285
13.94587778,116.7167446,127.3379699
13.97972222,116.9111561,130.3907036
14.01356667,117.0592255,131.7211232
14.04742222,117.0756547,131.3756103
14.08126667,117.0945064,129.3023907
14.11512222,117.0906977,125.6644793
14.14896667,117.0516156,121.0447247
14.18282222,116.9949907,115.4709153
14.21666667,116.8378971,109.8936549
14.25051111,116.5781566,104.4905358
14.28436667,116.5221013,100.1195031
14.31821111,116.4630596,96.98606975
14.35206667,116.3766026,95.51701338
14.38591111,116.3835549,95.77639054
14.41976667,116.4182064,97.97533257
14.45361111,116.4057955,101.5515244
14.48745556,116.4472493,106.2862435
14.52131111,116.4818995,111.7724574
14.55515556,116.5135344,117.3807751
14.58901111,116.5167302,122.5941357
14.62285556,116.562621,126.9195254
14.65671111,116.5678224,130.0074837
14.69055556,116.5682921,131.4650593
14.7244,116.554543,131.158068
14.75825556,116.5314872,129.2674389
14.7921,116.5031836,125.7281054
14.82595556,116.429869,121.0568551
14.8598,116.423691,115.6573485
14.89365556,116.4015702,109.972174
14.9275,116.3890826,104.6109053
14.96134444,116.4427208,100.0870791
14.9952,116.4528033,96.90431974
15.02904444,116.4432661,95.393661
15.0629,116.5570025,95.67028266
15.09674444,116.5701498,97.61369148
15.1306,116.6344653,101.1717415
15.16444444,116.7196134,105.8258494
15.19828889,116.7542725,111.2178779
15.23214444,116.9085715,116.8334528
15.26598889,117.0306818,122.0913866
